Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,2031,1,Male,56,3,5,Manager,3,Married,18880,17312,5,No,11,3,1,0,24,2,2,22,6,4,14
56,Yes,Travel_Rarely,310,Research & Development,7,2,Technical Degree,2032,4,Male,72,3,1,Laboratory Technician,3,Married,2339,3666,8,No,11,3,4,1,14,4,1,10,9,9,8
41,No,Travel_Rarely,582,Research & Development,28,4,Life Sciences,2034,1,Female,60,2,4,Manufacturing Director,2,Married,13570,5640,0,No,23,4,3,1,21,3,3,20,7,0,10
34,No,Travel_Rarely,704,Sales,28,3,Marketing,2035,4,Female,95,2,2,Sales Executive,3,Married,6712,8978,1,No,21,4,4,2,8,2,3,8,7,1,7
36,No,Non-Travel,301,Sales,15,4,Marketing,2036,4,Male,88,1,2,Sales Executive,4,Divorced,5406,10436,1,No,24,4,1,1,15,4,2,15,12,11,11
41,No,Travel_Rarely,930,Sales,3,3,Life Sciences,2037,3,Male,57,2,2,Sales Executive,2,Divorced,8938,12227,2,No,11,3,3,1,14,5,3,5,4,0,4
32,No,Travel_Rarely,529,Research & Development,2,3,Technical Degree,2038,4,Male,78,3,1,Research Scientist,1,Single,2439,11288,1,No,14,3,4,0,4,4,3,4,2,1,2
35,No,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,2040,3,Female,31,3,3,Human Resources,4,Single,8837,16642,1,Yes,16,3,3,0,9,2,3,9,0,1,7
38,No,Travel_Rarely,345,Sales,10,2,Life Sciences,2041,1,Female,100,3,2,Sales Executive,4,Married,5343,5982,1,No,11,3,3,1,10,1,3,10,7,1,9
50,Yes,Travel_Frequently,878,Sales,1,4,Life Sciences,2044,2,Male,94,3,2,Sales Executive,3,Divorced,6728,14255,7,No,12,3,4,2,12,3,3,6,3,0,1
36,No,Travel_Rarely,1120,Sales,11,4,Marketing,2045,2,Female,100,2,2,Sales Executive,4,Married,6652,14369,4,No,13,3,1,1,8,2,2,6,3,0,0
45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,2046,4,Female,50,3,2,Sales Executive,3,Single,4850,23333,8,No,15,3,3,0,8,3,3,5,3,0,1
40,No,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,2048,3,Male,52,2,1,Research Scientist,3,Single,2809,2725,2,No,14,3,4,0,8,2,3,2,2,2,2
35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,2049,3,Male,80,3,2,Healthcare Representative,3,Married,5689,24594,1,Yes,14,3,4,2,10,2,4,10,2,0,2
40,No,Travel_Rarely,1194,Research & Development,2,4,Medical,2051,3,Female,98,3,1,Research Scientist,3,Married,2001,12549,2,No,14,3,2,3,20,2,3,5,3,0,2
35,No,Travel_Rarely,287,Research & Development,1,4,Life Sciences,2052,3,Female,62,1,1,Research Scientist,4,Married,2977,8952,1,No,12,3,4,1,4,5,3,4,3,1,1
29,No,Travel_Rarely,1378,Research & Development,13,2,Other,2053,4,Male,46,2,2,Laboratory Technician,2,Married,4025,23679,4,Yes,13,3,1,1,10,2,3,4,3,0,3
29,No,Travel_Rarely,468,Research & Development,28,4,Medical,2054,4,Female,73,2,1,Research Scientist,1,Single,3785,8489,1,No,14,3,2,0,5,3,1,5,4,0,4
50,Yes,Travel_Rarely,410,Sales,28,3,Marketing,2055,4,Male,39,2,3,Sales Executive,1,Divorced,10854,16586,4,Yes,13,3,2,1,20,3,3,3,2,2,0
39,No,Travel_Rarely,722,Sales,24,1,Marketing,2056,2,Female,60,2,4,Sales Executive,4,Married,12031,8828,0,No,11,3,1,1,21,2,2,20,9,9,6
31,No,Non-Travel,325,Research & Development,5,3,Medical,2057,2,Male,74,3,2,Manufacturing Director,1,Single,9936,3787,0,No,19,3,2,0,10,2,3,9,4,1,7
26,No,Travel_Rarely,1167,Sales,5,3,Other,2060,4,Female,30,2,1,Sales Representative,3,Single,2966,21378,0,No,18,3,4,0,5,2,3,4,2,0,0
36,No,Travel_Frequently,884,Research & Development,23,2,Medical,2061,3,Male,41,4,2,Laboratory Technician,4,Married,2571,12290,4,No,17,3,3,1,17,3,3,5,2,0,3
39,No,Travel_Rarely,613,Research & Development,6,1,Medical,2062,4,Male,42,2,3,Healthcare Representative,1,Married,9991,21457,4,No,15,3,1,1,9,5,3,7,7,1,7
27,No,Travel_Rarely,155,Research & Development,4,3,Life Sciences,2064,2,Male,87,4,2,Manufacturing Director,2,Married,6142,5174,1,Yes,20,4,2,1,6,0,3,6,2,0,3
49,No,Travel_Frequently,1023,Sales,2,3,Medical,2065,4,Male,63,2,2,Sales Executive,2,Married,5390,13243,2,No,14,3,4,0,17,3,2,9,6,0,8
34,No,Travel_Rarely,628,Research & Development,8,3,Medical,2068,2,Male,82,4,2,Laboratory Technician,3,Married,4404,10228,2,No,12,3,1,0,6,3,4,4,3,1,2
41,No,Travel_Frequently,1411,Research & Development,2,3,Life Sciences,2000,1,Female,44,4,2,Research Director,1,Married,5114,2913,0,No,11,3,3,0,6,5,3,0,0,0,0
42,No,Non-Travel,603,Human Resources,20,3,Life Sciences,2001,3,Male,58,3,1,Human Resources,1,Married,2759,6666,8,No,14,3,3,0,6,4,3,1,1,1,0
39,No,Travel_Rarely,1487,Research & Development,1,4,Medical,2002,1,Male,99,2,2,Research Scientist,1,Single,6413,4942,6,Yes,16,4,4,0,22,2,1,6,1,2,4
39,Yes,Travel_Rarely,167,Research & Development,2,3,Technical Degree,2003,1,Male,33,3,4,Manager,3,Married,12433,5164,0,No,17,3,2,0,17,3,3,0,0,0,0
31,Yes,Travel_Rarely,1136,Sales,2,2,Medical,2004,1,Female,33,3,2,Sales Executive,1,Married,4546,20484,1,No,11,3,2,2,8,2,3,3,3,1,0
45,Yes,Travel_Rarely,1432,Research & Development,6,2,Medical,2005,2,Female,99,3,1,Healthcare Representative,4,Single,2621,15840,1,Yes,22,3,4,0,11,3,2,2,0,2,1
33,No,Travel_Frequently,1308,Research & Development,29,4,Life Sciences,2006,4,Female,65,2,1,Research Director,4,Single,2888,2306,0,No,15,3,3,1,17,6,3,11,3,4,0
40,Yes,Travel_Rarely,428,Research & Development,3,4,Medical,2007,1,Female,84,2,3,Manufacturing Director,4,Single,9988,13243,0,Yes,18,3,3,0,15,2,3,15,5,2,7
42,Yes,Travel_Rarely,542,Sales,12,3,Medical,2008,4,Female,73,2,3,Sales Executive,4,Married,7401,5443,0,No,14,3,3,0,32,4,3,6,6,0,3
38,No,Travel_Rarely,300,Research & Development,3,4,Medical,2009,4,Female,75,2,4,Healthcare Representative,4,Married,11366,13364,2,Yes,17,3,3,1,7,2,3,3,3,3,3
31,Yes,Travel_Frequently,190,Sales,10,3,Life Sciences,2010,2,Female,88,1,4,Sales Representative,2,Married,9765,19665,4,No,18,3,2,3,10,2,2,6,0,0,6
35,No,Travel_Rarely,877,Sales,1,3,Other,2011,4,Male,40,3,3,Manager,2,Single,7483,20183,0,Yes,19,3,3,1,5,3,3,4,0,0,0
28,Yes,Travel_Rarely,1389,Sales,4,2,Life Sciences,2012,3,Female,76,3,2,Sales Executive,3,Married,5183,21012,2,No,15,4,3,0,10,3,3,1,1,1,1
33,Yes,Travel_Rarely,244,Sales,29,4,Life Sciences,2013,2,Female,35,2,4,Manager,3,Single,13508,23762,6,No,12,3,3,1,4,2,3,1,1,1,1
20,No,Non-Travel,694,Research & Development,7,3,Life Sciences,2014,4,Male,40,3,3,Manufacturing Director,4,Married,7763,9722,5,No,14,4,4,0,18,5,3,18,3,1,1
31,No,Travel_Rarely,880,Research & Development,2,3,Life Sciences,2015,3,Male,65,4,1,Manufacturing Director,4,Married,3182,16951,2,No,16,4,1,2,23,4,3,10,9,1,1
39,No,Travel_Rarely,849,Sales,29,3,Life Sciences,2016,4,Female,50,3,2,Manager,3,Single,6265,14224,5,No,15,3,4,0,21,3,2,0,0,0,0
37,No,Travel_Rarely,1474,Research & Development,1,1,Life Sciences,2017,2,Male,64,2,3,Research Director,1,Married,7936,25091,1,Yes,13,3,3,0,9,2,3,9,0,5,2
43,No,Travel_Rarely,1429,Research & Development,7,3,Life Sciences,2018,4,Female,39,3,4,Research Scientist,4,Divorced,9871,22054,0,No,15,4,3,1,10,6,2,0,0,0,0
39,Yes,Travel_Rarely,1195,Research & Development,13,1,Marketing,2019,2,Female,61,3,1,Manager,2,Single,2314,7448,2,No,14,3,4,1,13,2,1,2,2,2,2
46,No,Travel_Frequently,654,Research & Development,1,2,Other,2020,1,Female,58,4,2,Laboratory Technician,4,Married,5093,24527,9,No,11,3,3,1,16,2,3,16,0,0,0
36,No,Travel_Rarely,216,Research & Development,8,3,Other,2021,1,Male,59,3,1,Healthcare Representative,1,Single,2432,3145,2,Yes,14,3,2,0,25,3,2,15,0,4,10
38,Yes,Travel_Rarely,923,Research & Development,16,4,Life Sciences,2022,4,Female,64,3,2,Laboratory Technician,4,Married,6310,4262,1,No,15,3,1,0,11,3,2,1,0,1,1
32,No,Travel_Rarely,1263,Research & Development,1,3,Life Sciences,2023,3,Female,70,3,3,Research Scientist,3,Married,9556,9061,0,No,12,3,4,0,11,2,2,4,0,0,0
38,No,Travel_Rarely,912,Sales,24,2,Medical,2024,2,Female,88,4,4,Manager,4,Married,9631,6775,1,No,17,3,4,1,25,2,3,25,1,1,1
43,No,Travel_Rarely,607,Research & Development,7,4,Technical Degree,2025,4,Female,98,4,1,Research Director,3,Married,3237,10703,0,No,17,3,1,0,6,3,3,2,2,0,2
33,Yes,Non-Travel,979,Research & Development,10,3,Life Sciences,2026,3,Female,81,3,1,Manager,3,Married,2792,13955,1,No,11,3,3,1,16,3,3,16,0,4,2
49,Yes,Travel_Frequently,385,Sales,9,4,Life Sciences,2027,4,Male,95,2,3,Manager,4,Married,7006,18265,0,Yes,12,3,3,0,16,3,3,2,2,1,1
35,No,Travel_Frequently,198,Research & Development,16,1,Medical,2028,1,Male,44,4,1,Manufacturing Director,1,Divorced,2529,7102,3,No,13,3,4,0,13,1,2,2,2,0,1
35,Yes,Travel_Rarely,1495,Research & Development,1,3,Medical,2029,3,Male,84,4,1,Healthcare Representative,2,Single,3151,21637,1,No,16,3,2,0,28,2,3,14,0,1,2
30,Yes,Travel_Rarely,883,Sales,3,4,Life Sciences,2030,2,Male,89,3,1,Sales Executive,3,Married,2265,19432,1,No,11,3,3,1,17,3,3,5,5,1,3
50,No,Travel_Rarely,1235,Research & Development,2,1,Life Sciences,2031,2,Male,31,2,2,Manager,1,Married,4388,24385,4,No,12,3,3,1,1,3,2,1,0,0,1
34,No,Travel_Rarely,1498,Sales,2,3,Life Sciences,2032,3,Female,98,3,2,Manager,1,Divorced,4217,26698,4,No,18,3,4,1,7,4,3,7,7,3,0
30,Yes,Travel_Rarely,1414,Research & Development,2,3,Life Sciences,2033,1,Male,73,4,4,Manufacturing Director,4,Single,14399,5749,2,Yes,17,3,1,1,26,4,4,3,0,0,3
51,No,Travel_Rarely,425,Sales,11,3,Medical,2034,2,Female,88,3,1,Sales Representative,1,Married,3143,2200,0,No,12,3,2,1,18,4,2,3,0,0,1
60,No,Travel_Rarely,641,Research & Development,14,1,Life Sciences,2035,1,Male,94,1,4,Manufacturing Director,3,Married,15331,7948,0,No,21,3,4,1,7,5,3,1,1,1,0
44,No,Travel_Rarely,319,Human Resources,5,4,Life Sciences,2036,4,Female,68,2,3,Human Resources,2,Married,9169,23031,2,Yes,16,4,3,3,15,4,4,13,7,3,1
35,No,Travel_Rarely,509,Sales,1,4,Other,2037,4,Female,49,3,3,Sales Executive,3,Married,7858,14346,1,No,14,4,3,2,18,0,3,5,1,5,0
32,No,Travel_Rarely,1206,Research & Development,2,2,Life Sciences,2038,2,Male,97,3,2,Research Director,3,Married,5568,2112,0,No,14,3,2,1,20,3,3,14,11,3,0
39,No,Travel_Rarely,1102,Research & Development,6,4,Medical,2039,1,Male,32,4,2,Manager,2,Divorced,6259,5759,0,No,15,3,4,0,31,3,3,31,1,1,2
32,Yes,Travel_Frequently,731,Human Resources,1,3,Life Sciences,2040,4,Female,60,3,1,Human Resources,4,Single,2671,3992,1,No,11,3,3,0,15,2,2,6,0,2,0
30,No,Travel_Frequently,1263,Sales,18,3,Medical,2041,4,Female,40,3,2,Sales Executive,4,Single,5481,4900,3,No,11,3,4,1,20,4,3,12,0,3,0
51,Yes,Travel_Frequently,243,Research & Development,26,4,Life Sciences,2042,2,Male,98,1,1,Manager,1,Married,2241,6214,0,No,17,3,3,0,13,3,3,0,0,0,0
43,No,Travel_Frequently,1075,Research & Development,2,3,Other,2043,3,Female,100,3,3,Manager,1,Single,6582,7504,0,No,16,3,4,1,14,3,3,14,0,2,4
40,No,Travel_Rarely,1344,Research & Development,3,3,Life Sciences,2044,4,Female,84,3,4,Research Scientist,2,Single,15387,9034,0,No,19,3,3,1,12,3,3,9,9,6,0
18,No,Travel_Rarely,513,Research & Development,13,3,Medical,2045,1,Male,69,1,1,Manager,3,Single,2156,15168,0,No,14,3,3,2,8,4,2,8,0,1,0
34,No,Travel_Rarely,1432,Research & Development,20,2,Medical,2046,2,Female,77,3,2,Research Scientist,1,Divorced,4525,16449,4,No,15,4,4,2,11,1,3,2,2,1,2
34,Yes,Travel_Rarely,1026,Research & Development,3,2,Life Sciences,2047,4,Male,45,2,4,Healthcare Representative,3,Divorced,13884,10217,5,Yes,13,3,1,0,18,5,3,11,0,3,4
41,No,Non-Travel,794,Research & Development,8,4,Other,2048,4,Male,32,3,2,Laboratory Technician,2,Married,4203,21371,1,Yes,22,3,4,0,3,2,3,3,3,3,3
40,Yes,Non-Travel,1307,Human Resources,1,4,Other,2049,4,Male,58,3,4,Manager,4,Married,10863,2329,1,Yes,17,3,2,0,20,3,2,6,1,6,1
52,Yes,Travel_Rarely,1394,Sales,5,3,Life Sciences,2050,3,Male,37,4,2,Manager,2,Married,4592,9595,2,No,16,3,2,1,21,3,3,1,1,1,1
18,No,Non-Travel,166,Research & Development,1,3,Other,2051,4,Male,72,3,1,Manager,1,Married,2663,4415,1,No,14,3,4,3,19,1,2,19,1,2,0
42,Yes,Travel_Rarely,672,Sales,8,4,Technical Degree,2052,4,Female,92,3,1,Sales Representative,4,Married,2293,9114,2,Yes,17,3,1,0,23,1,3,23,1,4,20
53,No,Travel_Frequently,1271,Sales,2,3,Life Sciences,2053,3,Male,90,1,2,Sales Executive,4,Divorced,5846,10056,2,No,12,3,2,0,14,2,3,14,1,0,0
48,Yes,Travel_Rarely,935,Research & Development,27,4,Medical,2054,3,Male,54,3,2,Manager,4,Divorced,5355,5184,1,No,14,4,3,0,21,1,2,21,4,0,0
48,Yes,Travel_Rarely,984,Research & Development,2,2,Medical,2055,1,Male,75,2,1,Manufacturing Director,2,Married,2607,15973,3,No,11,3,4,1,4,3,3,2,2,1,2
41,No,Non-Travel,212,Research & Development,1,4,Other,2056,2,Male,42,3,2,Research Director,3,Single,6047,4080,2,Yes,15,3,2,2,15,3,3,15,5,3,0
29,No,Travel_Rarely,796,Research & Development,1,2,Life Sciences,2057,4,Male,43,3,3,Research Director,4,Married,8828,10241,3,No,11,3,4,1,7,2,2,5,0,4,0
47,No,Travel_Rarely,1200,Research & Development,9,3,Human Resources,2058,2,Male,87,1,2,Manufacturing Director,2,Married,6079,6687,1,Yes,17,3,2,1,7,5,3,7,5,0,2
20,No,Travel_Rarely,672,Research & Development,4,4,Medical,2059,4,Male,89,2,2,Healthcare Representative,3,Divorced,5662,10279,0,No,14,3,4,1,11,2,3,11,0,5,3
38,Yes,Travel_Rarely,256,Research & Development,24,2,Life Sciences,2060,3,Female,86,3,4,Healthcare Representative,3,Married,10570,20127,4,No,13,4,4,0,10,3,3,10,3,1,1
32,No,Non-Travel,1437,Research & Development,8,3,Other,2061,4,Male,99,3,2,Research Scientist,1,Married,5912,2577,0,Yes,15,3,2,0,1,2,1,1,1,0,0
36,Yes,Travel_Rarely,586,Sales,4,2,Life Sciences,2062,3,Female,51,3,3,Sales Representative,1,Single,8877,15411,0,No,17,3,2,0,2,3,3,2,2,0,2
40,Yes,Travel_Rarely,539,Research & Development,2,1,Life Sciences,2063,3,Female,81,2,2,Research Director,3,Married,6409,4015,0,No,11,3,1,1,9,2,2,2,0,0,2
18,No,Travel_Rarely,106,Research & Development,6,3,Medical,2064,4,Male,79,1,2,Laboratory Technician,4,Divorced,5148,10784,2,No,15,3,4,1,10,1,3,10,0,2,2
44,No,Non-Travel,1033,Sales,6,3,Marketing,2065,4,Female,66,3,1,Sales Executive,2,Married,2932,15955,0,Yes,15,3,3,3,10,1,3,7,7,3,1
34,Yes,Non-Travel,1240,Human Resources,25,3,Life Sciences,2066,3,Female,92,3,2,Human Resources,4,Single,5936,7166,1,No,11,3,4,0,9,3,3,7,1,0,0
19,No,Travel_Rarely,547,Sales,6,2,Life Sciences,2067,4,Male,37,4,2,Sales Executive,4,Divorced,6039,21072,3,No,12,3,1,1,16,2,3,13,7,2,3
42,Yes,Travel_Frequently,226,Research & Development,7,2,Medical,2068,1,Female,70,3,3,Manufacturing Director,3,Single,9893,3967,3,No,11,3,4,0,7,3,1,7,0,2,0
41,Yes,Travel_Frequently,1078,Sales,4,2,Life Sciences,2069,1,Male,94,3,3,Sales Representative,1,Married,9434,19497,0,No,16,3,1,1,15,2,3,7,7,1,5
53,Yes,Travel_Rarely,1142,Research & Development,11,3,Life Sciences,2070,4,Female,40,3,2,Laboratory Technician,3,Divorced,5691,8183,0,Yes,12,3,3,0,24,3,2,11,11,5,4
35,Yes,Travel_Rarely,241,Research & Development,24,2,Life Sciences,2071,4,Female,60,1,2,Healthcare Representative,4,Single,4445,15324,1,No,11,3,4,1,13,2,3,8,4,1,0
51,No,Travel_Rarely,1268,Sales,1,2,Life Sciences,2072,2,Male,61,2,3,Manager,3,Married,7035,21064,3,Yes,19,3,4,0,7,2,4,6,0,4,0
34,No,Travel_Rarely,1370,Research & Development,1,2,Life Sciences,2073,4,Male,40,2,3,Research Scientist,3,Divorced,6745,15831,0,Yes,20,4,4,2,13,5,3,1,0,1,1
46,No,Travel_Rarely,1259,Research & Development,5,3,Other,2074,4,Male,96,3,1,Manager,3,Married,3075,12460,2,Yes,12,3,3,0,29,3,2,8,0,3,0
37,Yes,Travel_Rarely,520,Research & Development,5,4,Life Sciences,2075,2,Male,70,3,2,Healthcare Representative,3,Divorced,5896,9915,1,Yes,16,3,3,1,9,1,3,9,0,0,0
53,No,Travel_Frequently,370,Research & Development,1,2,Life Sciences,2076,2,Female,68,4,3,Research Scientist,4,Single,7983,17076,5,No,12,3,1,0,18,3,3,17,8,3,2
40,No,Non-Travel,250,Human Resources,2,4,Human Resources,2077,2,Male,31,4,2,Human Resources,4,Single,4306,17111,5,Yes,12,3,1,0,13,2,2,9,6,4,2
31,No,Non-Travel,1255,Research & Development,9,3,Life Sciences,2078,1,Female,42,3,2,Healthcare Representative,2,Married,5125,4494,0,No,13,3,2,1,9,2,3,9,4,1,1
41,No,Travel_Rarely,1138,Research & Development,1,3,Life Sciences,2079,3,Male,63,3,3,Manufacturing Director,4,Single,8033,6434,1,No,15,3,2,2,9,2,3,9,2,0,9
41,Yes,Travel_Frequently,242,Research & Development,12,2,Life Sciences,2080,4,Male,61,3,3,Research Scientist,2,Married,9619,14202,1,No,17,3,1,0,9,2,3,0,0,0,0
22,Yes,Travel_Rarely,999,Sales,1,3,Life Sciences,2081,2,Male,99,3,2,Sales Representative,2,Married,6472,25147,5,No,15,3,4,1,19,5,3,6,4,0,6
28,No,Travel_Frequently,1441,Research & Development,5,5,Life Sciences,2082,2,Female,97,3,1,Research Scientist,3,Married,3185,2350,1,No,15,4,3,0,7,2,2,4,2,1,3
32,Yes,Travel_Rarely,1237,Research & Development,1,3,Marketing,2083,4,Male,68,3,2,Research Director,3,Married,5477,23831,2,No,15,3,4,0,13,3,2,5,2,5,0
44,No,Travel_Rarely,377,Research & Development,1,1,Life Sciences,2084,1,Male,63,3,3,Manufacturing Director,4,Divorced,8831,5876,1,No,12,3,4,1,9,3,1,2,0,0,2
34,Yes,Travel_Rarely,1235,Sales,14,3,Other,2085,4,Female,49,3,3,Sales Executive,1,Single,9952,11018,0,Yes,15,3,4,1,6,4,3,6,0,1,6
31,No,Non-Travel,533,Research & Development,19,3,Medical,2086,2,Male,73,3,3,Research Director,4,Married,7501,8765,2,No,11,3,2,2,23,1,3,2,1,0,0
33,Yes,Travel_Rarely,642,Research & Development,4,3,Life Sciences,2087,4,Male,94,2,1,Healthcare Representative,4,Married,2482,18102,0,No,15,3,4,1,10,4,3,10,2,0,0
36,No,Travel_Rarely,206,Research & Development,3,4,Marketing,2088,1,Male,41,3,4,Laboratory Technician,4,Single,13217,22878,1,No,11,3,3,0,12,1,3,12,1,6,3
29,No,Travel_Rarely,668,Research & Development,5,4,Life Sciences,2089,1,Female,35,3,2,Healthcare Representative,2,Married,6499,2210,2,No,16,3,4,2,7,2,3,1,0,1,1
32,No,Travel_Rarely,369,Research & Development,14,3,Medical,2090,3,Male,63,3,5,Healthcare Representative,3,Married,19999,7388,5,Yes,11,3,4,1,10,3,3,5,2,5,0
21,Yes,Travel_Rarely,1231,Research & Development,1,3,Marketing,2091,4,Female,84,2,4,Research Scientist,4,Married,14958,20473,0,No,18,3,2,1,10,5,1,0,0,0,0
43,Yes,Travel_Rarely,256,Research & Development,14,1,Life Sciences,2092,1,Male,49,3,3,Manufacturing Director,4,Married,6971,19971,0,No,11,3,3,1,14,2,3,9,4,0,0
38,Yes,Travel_Rarely,858,Research & Development,9,4,Marketing,2093,3,Male,100,3,4,Healthcare Representative,4,Married,12007,6946,1,Yes,12,3,1,0,7,3,3,2,2,1,1
27,No,Travel_Rarely,187,Research & Development,24,3,Technical Degree,2094,1,Male,69,3,4,Manager,4,Divorced,13923,14042,2,Yes,11,4,4,0,12,1,3,3,3,0,3
33,No,Travel_Rarely,183,Sales,1,4,Medical,2095,1,Male,75,3,4,Sales Representative,3,Married,12202,8977,7,Yes,14,3,3,1,16,2,3,16,6,2,0
36,No,Travel_Frequently,1467,Research & Development,29,4,Medical,2096,4,Male,43,3,1,Healthcare Representative,1,Divorced,2793,13683,0,Yes,17,3,3,0,18,3,3,10,0,2,2
35,No,Travel_Rarely,934,Research & Development,6,3,Medical,2097,3,Male,49,3,2,Research Director,1,Divorced,4919,9851,0,Yes,11,3,3,0,11,5,3,0,0,0,0
39,Yes,Travel_Rarely,464,Sales,2,3,Marketing,2098,3,Female,82,3,1,Sales Representative,2,Married,2478,2906,2,Yes,18,3,3,1,18,2,3,3,0,3,3
38,No,Travel_Rarely,782,Sales,3,4,Medical,2099,4,Female,82,3,2,Sales Representative,2,Single,5868,24045,1,No,15,3,1,0,11,2,2,4,4,0,2
47,No,Non-Travel,610,Sales,10,3,Life Sciences,2100,3,Female,64,4,4,Sales Executive,2,Married,12583,7310,1,Yes,18,3,4,0,18,4,3,1,0,1,1
38,No,Non-Travel,323,Research & Development,5,4,Medical,2101,4,Male,78,4,5,Healthcare Representative,3,Married,15273,3362,9,Yes,15,3,4,1,21,1,2,21,5,0,4
39,No,Travel_Rarely,557,Sales,9,4,Life Sciences,2102,2,Female,55,2,4,Manager,1,Divorced,14306,17177,5,No,14,3,3,0,18,2,3,3,0,0,0
42,No,Travel_Rarely,568,Research & Development,7,4,Life Sciences,2103,1,Male,58,1,2,Laboratory Technician,1,Single,5968,2869,7,No,17,3,1,0,2,2,4,2,2,2,1
35,No,Travel_Rarely,918,Research & Development,1,3,Marketing,2104,1,Male,72,4,3,Laboratory Technician,1,Married,8305,11223,4,Yes,18,3,3,2,17,3,3,4,4,1,1
27,No,Travel_Rarely,673,Research & Development,20,4,Medical,2105,1,Female,74,2,2,Research Director,2,Married,5366,23114,1,No,15,3,2,0,6,3,2,5,5,0,1
43,No,Travel_Rarely,1493,Research & Development,5,3,Life Sciences,2106,3,Female,98,3,2,Manufacturing Director,1,Married,4374,12945,2,No,17,3,4,1,5,5,2,3,0,0,0
45,No,Travel_Rarely,338,Sales,1,3,Life Sciences,2107,3,Female,63,4,3,Manager,2,Married,9315,7945,3,Yes,13,3,3,2,16,2,4,13,7,0,4
38,No,Non-Travel,645,Human Resources,3,4,Medical,2108,4,Female,34,2,2,Human Resources,2,Married,5765,5646,2,No,17,3,4,0,5,1,3,5,5,3,5
31,No,Travel_Rarely,809,Research & Development,10,3,Life Sciences,2109,2,Female,70,3,3,Healthcare Representative,2,Married,6607,16393,1,No,11,4,4,0,5,3,3,5,4,0,2
40,No,Travel_Rarely,1149,Sales,8,3,Other,2110,2,Male,44,3,4,Sales Executive,3,Single,9668,14716,3,No,17,3,1,1,9,1,4,4,0,4,0
55,No,Non-Travel,491,Research & Development,4,4,Life Sciences,2111,1,Male,62,4,2,Healthcare Representative,2,Single,5559,3548,2,No,18,3,4,2,19,3,3,7,0,1,1
43,No,Travel_Rarely,105,Research & Development,9,3,Human Resources,2112,4,Female,96,3,2,Research Scientist,4,Married,5848,19737,0,No,20,3,3,2,4,2,3,1,1,0,1
41,Yes,Travel_Frequently,1475,Research & Development,1,2,Medical,2113,4,Female,55,4,1,Research Scientist,3,Married,2338,14028,3,No,12,3,3,3,10,3,2,1,1,1,1
33,No,Travel_Rarely,1462,Research & Development,4,3,Other,2114,3,Female,72,2,4,Research Scientist,1,Married,13427,22513,0,No,12,3,3,0,20,0,3,12,10,0,2
28,Yes,Travel_Frequently,357,Sales,2,4,Medical,2115,4,Male,68,3,3,Sales Executive,3,Divorced,9282,18711,2,Yes,14,3,2,0,20,2,3,12,1,4,0
40,No,Travel_Rarely,938,Sales,1,1,Medical,2116,2,Female,71,2,3,Manager,3,Married,9751,15279,3,No,11,3,1,1,13,0,2,13,8,0,1
37,Yes,Travel_Rarely,1237,Research & Development,1,4,Life Sciences,2117,4,Female,46,3,1,Healthcare Representative,4,Married,2264,8380,0,Yes,13,3,3,3,7,3,3,2,2,2,2
40,No,Travel_Rarely,878,Sales,5,2,Life Sciences,2118,3,Male,52,3,1,Manager,3,Married,2489,22263,3,Yes,18,3,4,2,15,4,1,15,1,3,2
38,Yes,Travel_Rarely,933,Research & Development,1,3,Other,2119,4,Female,100,3,2,Laboratory Technician,2,Single,5210,2107,9,Yes,11,3,4,1,23,4,1,0,0,0,0
23,No,Travel_Rarely,532,Research & Development,11,3,Medical,2120,1,Male,85,3,1,Manager,4,Divorced,2437,21098,1,No,18,3,3,1,18,2,3,18,1,2,1
43,No,Travel_Rarely,761,Research & Development,10,3,Technical Degree,2121,2,Male,89,2,4,Laboratory Technician,1,Married,14152,16570,1,No,15,3,2,1,16,1,3,6,1,3,4
27,No,Travel_Rarely,539,Sales,1,2,Life Sciences,2122,4,Female,95,3,4,Sales Representative,4,Single,13418,17599,3,Yes,11,3,4,1,17,2,2,2,2,0,2
19,No,Travel_Rarely,449,Research & Development,3,4,Medical,2123,4,Female,40,4,3,Laboratory Technician,1,Married,8115,11393,0,No,15,3,4,2,23,3,3,1,1,1,1
20,No,Travel_Rarely,1398,Sales,8,3,Human Resources,2124,3,Male,72,4,3,Sales Representative,4,Married,7328,5154,3,No,20,3,3,2,15,2,1,0,0,0,0
32,No,Travel_Frequently,583,Research & Development,14,3,Technical Degree,2125,4,Male,69,3,2,Manufacturing Director,4,Married,5107,9455,0,No,18,3,1,0,10,3,3,4,2,0,0
